10{}{}{}7.0{}{}{}1581.0{}{}{}Life{}{}{}24.0{}{}{}42.0{}{}{}17.0{}{}{}0.0{}{}{}Topaz Paragon{}{}{}Topaz Paragon{}{}{}7449.0{}{}{}46.0{}{}{}Paragon{}{}{}24.0{}{}{}Topaz{}{}{}Paragon
11{}{}{}23.0{}{}{}1630.0{}{}{}Death{}{}{}13.0{}{}{}28.0{}{}{}18.0{}{}{}0.0{}{}{}Blood Reaper{}{}{}Blood Reaper{}{}{}6531.0{}{}{}156.0{}{}{}Reaper{}{}{}23.0{}{}{}0.0{}{}{}SCYTHE,BLOOD,RED,SOUL,SPIRIT
12{}{}{}26.0{}{}{}1631.0{}{}{}Death{}{}{}11.0{}{}{}29.0{}{}{}16.0{}{}{}0.0{}{}{}Bone Reaper{}{}{}Bone Reaper{}{}{}6536.0{}{}{}157.0{}{}{}Reaper{}{}{}21.0{}{}{}0.0{}{}{}SCYTHE,BONE,BLACK,GRAY,SOUL,SPIRIT
13{}{}{}27.0{}{}{}1636.0{}{}{}Death{}{}{}9.0{}{}{}32.0{}{}{}17.0{}{}{}0.0{}{}{}Soul Reaper{}{}{}Soul Reaper{}{}{}7375.0{}{}{}158.0{}{}{}Reaper{}{}{}22.0{}{}{}0.0{}{}{}SCYTHE,SOUL,BLACK,GREEN,SPIRIT
14{}{}{}27.0{}{}{}1635.0{}{}{}Death{}{}{}12.0{}{}{}26.0{}{}{}17.0{}{}{}0.0{}{}{}Shadow Reaper{}{}{}Shadow Reaper{}{}{}7215.0{}{}{}159.0{}{}{}Reaper{}{}{}22.0{}{}{}0.0{}{}{}BLACK,SCYTHE,BONE,SPIRIT
15{}{}{}26.0{}{}{}1632.0{}{}{}Death{}{}{}11.0{}{}{}31.0{}{}{}16.0{}{}{}0.0{}{}{}Cursed Reaper{}{}{}Cursed Reaper{}{}{}6622.0{}{}{}160.0{}{}{}Reaper{}{}{}21.0{}{}{}0.0{}{}{}GREEN,SCYTHE,SPIRIT
16{}{}{}26.0{}{}{}1633.0{}{}{}Death{}{}{}11.0{}{}{}30.0{}{}{}16.0{}{}{}0.0{}{}{}Incursion Reaper{}{}{}Incursion Reaper{}{}{}6917.0{}{}{}161.0{}{}{}Reaper{}{}{}21.0{}{}{}0.0{}{}{}PURPLE,BONE,SCYTHE,SPIRIT
17{}{}{}21.0{}{}{}1398.0{}{}{}Chaos{}{}{}16.0{}{}{}31.0{}{}{}16.0{}{}{}0.0{}{}{}Harpy Eyegouger{}{}{}Harpy Eyegouger{}{}{}6862.0{}{}{}284.0{}{}{}Harpy{}{}{}21.0{}{}{}0.0{}{}{}WINGS,CLAWS,MONSTER,PURPLE,PINK,SEX
18{}{}{}21.0{}{}{}1404.0{}{}{}Chaos{}{}{}16.0{}{}{}28.0{}{}{}16.0{}{}{}0.0{}{}{}Harpy Screamer{}{}{}Harpy Screamer{}{}{}6866.0{}{}{}282.0{}{}{}Harpy{}{}{}21.0{}{}{}0.0{}{}{}WINGS,CLAWS,MONSTER,GREEN,SEX
19{}{}{}22.0{}{}{}1402.0{}{}{}Chaos{}{}{}17.0{}{}{}29.0{}{}{}17.0{}{}{}0.0{}{}{}Harpy Pillager{}{}{}Harpy Pillager{}{}{}6864.0{}{}{}283.0{}{}{}Harpy{}{}{}22.0{}{}{}0.0{}{}{}WINGS,CLAWS,MONSTER,RED,SEX,KNIFE
20{}{}{}21.0{}{}{}1405.0{}{}{}Chaos{}{}{}15.0{}{}{}31.0{}{}{}16.0{}{}{}0.0{}{}{}Harpy Torturer{}{}{}Harpy Torturer{}{}{}6867.0{}{}{}285.0{}{}{}Harpy{}{}{}21.0{}{}{}0.0{}{}{}WINGS,CLAWS,MONSTER,GRAY,BLUE,SEX
21{}{}{}21.0{}{}{}1399.0{}{}{}Chaos{}{}{}16.0{}{}{}32.0{}{}{}16.0{}{}{}0.0{}{}{}Harpy Hag{}{}{}Harpy Hag{}{}{}6863.0{}{}{}281.0{}{}{}Harpy{}{}{}21.0{}{}{}0.0{}{}{}WINGS,CLAWS,MONSTER,BROWN,SEX
22{}{}{}23.0{}{}{}1403.0{}{}{}Chaos{}{}{}13.0{}{}{}33.0{}{}{}18.0{}{}{}0.0{}{}{}Harpy Queen{}{}{}Harpy Queen{}{}{}6865.0{}{}{}286.0{}{}{}Harpy{}{}{}18.0{}{}{}0.0{}{}{}WINGS,CLAWS,MONSTER,GOLD,JEWEL,ROYAL,SEX
23{}{}{}16.0{}{}{}1469.0{}{}{}Nature{}{}{}16.0{}{}{}31.0{}{}{}21.0{}{}{}0.0{}{}{}Imp Hexer{}{}{}Imp Hexer{}{}{}6910.0{}{}{}476.0{}{}{}Imp{}{}{}21.0{}{}{}0.0{}{}{}BONE,CASTER,GREEN,RED
24{}{}{}16.0{}{}{}1474.0{}{}{}Nature{}{}{}16.0{}{}{}28.0{}{}{}21.0{}{}{}0.0{}{}{}Imp Sacrificer{}{}{}Imp Sacrificer{}{}{}6914.0{}{}{}477.0{}{}{}Imp{}{}{}21.0{}{}{}0.0{}{}{}BONE,CASTER,RED,BLOOD,KNIFE
25{}{}{}17.0{}{}{}1475.0{}{}{}Nature{}{}{}12.0{}{}{}32.0{}{}{}22.0{}{}{}0.0{}{}{}Imp Shaman{}{}{}Imp Shaman{}{}{}6915.0{}{}{}478.0{}{}{}Imp{}{}{}22.0{}{}{}0.0{}{}{}BONE,BROWN,CASTER,STAFF
26{}{}{}17.0{}{}{}1471.0{}{}{}Nature{}{}{}17.0{}{}{}29.0{}{}{}22.0{}{}{}0.0{}{}{}Imp Inscriber{}{}{}Imp Inscriber{}{}{}6911.0{}{}{}479.0{}{}{}Imp{}{}{}22.0{}{}{}0.0{}{}{}BONE,GOLD,YELLOW,CASTER
27{}{}{}16.0{}{}{}1473.0{}{}{}Nature{}{}{}16.0{}{}{}31.0{}{}{}21.0{}{}{}0.0{}{}{}Imp Ritualist{}{}{}Imp Ritualist{}{}{}6913.0{}{}{}480.0{}{}{}Imp{}{}{}21.0{}{}{}0.0{}{}{}BONE,PURPLE,WHITE,CASTER,STAFF,FIRE
28{}{}{}16.0{}{}{}1472.0{}{}{}Nature{}{}{}16.0{}{}{}31.0{}{}{}21.0{}{}{}0.0{}{}{}Imp Necromancer{}{}{}Imp Necromancer{}{}{}6912.0{}{}{}481.0{}{}{}Imp{}{}{}21.0{}{}{}0.0{}{}{}BONE,PURPLE,SHADOW,CASTER,SOUL,SPIRIT
29{}{}{}18.0{}{}{}1739.0{}{}{}Life{}{}{}18.0{}{}{}38.0{}{}{}23.0{}{}{}0.0{}{}{}Siren Purifier{}{}{}Siren Purifier{}{}{}7244.0{}{}{}42.0{}{}{}Siren{}{}{}13.0{}{}{}Siren{}{}{}Purifier
30{}{}{}18.0{}{}{}1737.0{}{}{}Life{}{}{}18.0{}{}{}33.0{}{}{}23.0{}{}{}0.0{}{}{}Siren Coercer{}{}{}Siren Coercer{}{}{}7242.0{}{}{}39.0{}{}{}Siren{}{}{}13.0{}{}{}Siren{}{}{}Coercer
31{}{}{}18.0{}{}{}1741.0{}{}{}Life{}{}{}18.0{}{}{}37.0{}{}{}23.0{}{}{}0.0{}{}{}Siren Soothsayer{}{}{}Siren Soothsayer{}{}{}7245.0{}{}{}41.0{}{}{}Siren{}{}{}13.0{}{}{}Siren{}{}{}Soothsayer
32{}{}{}18.0{}{}{}1736.0{}{}{}Life{}{}{}18.0{}{}{}38.0{}{}{}23.0{}{}{}0.0{}{}{}Siren Beguiler{}{}{}Siren Beguiler{}{}{}7241.0{}{}{}40.0{}{}{}Siren{}{}{}13.0{}{}{}Siren{}{}{}Beguiler
33{}{}{}18.0{}{}{}1735.0{}{}{}Life{}{}{}18.0{}{}{}38.0{}{}{}23.0{}{}{}0.0{}{}{}Siren Ascendant{}{}{}Siren Ascendant{}{}{}7240.0{}{}{}43.0{}{}{}Siren{}{}{}13.0{}{}{}Siren{}{}{}Ascendant
34{}{}{}18.0{}{}{}1738.0{}{}{}Life{}{}{}18.0{}{}{}38.0{}{}{}23.0{}{}{}0.0{}{}{}Siren Oracle{}{}{}Siren Oracle{}{}{}7243.0{}{}{}38.0{}{}{}Siren{}{}{}13.0{}{}{}Siren{}{}{}Oracle
35{}{}{}21.0{}{}{}1523.0{}{}{}Chaos{}{}{}21.0{}{}{}36.0{}{}{}16.0{}{}{}0.0{}{}{}Minotaur Warrior{}{}{}Minotaur Warrior{}{}{}7017.0{}{}{}258.0{}{}{}Minotaur{}{}{}16.0{}{}{}0.0{}{}{}HORN,MONSTER,SHIELD,SWORD,RED
36{}{}{}20.0{}{}{}1550.0{}{}{}Chaos{}{}{}20.0{}{}{}35.0{}{}{}15.0{}{}{}0.0{}{}{}Minotaur Earthshaker{}{}{}Minotaur Earthshaker{}{}{}7014.0{}{}{}259.0{}{}{}Minotaur{}{}{}15.0{}{}{}0.0{}{}{}HORN,MONSTER,HAMMER,GREEN
37{}{}{}20.0{}{}{}1522.0{}{}{}Chaos{}{}{}20.0{}{}{}35.0{}{}{}15.0{}{}{}0.0{}{}{}Minotaur Skullcrusher{}{}{}Minotaur Skullcrusher{}{}{}7016.0{}{}{}260.0{}{}{}Minotaur{}{}{}15.0{}{}{}0.0{}{}{}BONE,MACE,HORN,MONSTER,GREEN,PURPLE
38{}{}{}20.0{}{}{}1517.0{}{}{}Chaos{}{}{}20.0{}{}{}35.0{}{}{}15.0{}{}{}0.0{}{}{}Minotaur Battlemaster{}{}{}Minotaur Battlemaster{}{}{}7012.0{}{}{}261.0{}{}{}Minotaur{}{}{}15.0{}{}{}0.0{}{}{}SWORD,KNIFE,MONSTER,ORANGE,YELLOW,HORN
39{}{}{}21.0{}{}{}1520.0{}{}{}Chaos{}{}{}21.0{}{}{}36.0{}{}{}16.0{}{}{}0.0{}{}{}Minotaur Juggernaut{}{}{}Minotaur Juggernaut{}{}{}7015.0{}{}{}262.0{}{}{}Minotaur{}{}{}16.0{}{}{}0.0{}{}{}MACE,SHIELD,MONSTER,BROWN,RED,HORN
40{}{}{}20.0{}{}{}1518.0{}{}{}Chaos{}{}{}20.0{}{}{}35.0{}{}{}15.0{}{}{}0.0{}{}{}Minotaur Behemoth{}{}{}Minotaur Behemoth{}{}{}7013.0{}{}{}263.0{}{}{}Minotaur{}{}{}15.0{}{}{}0.0{}{}{}AXE,ROYAL,MONSTER,GOLD,HORN,BLACK
41{}{}{}17.0{}{}{}1722.0{}{}{}Life{}{}{}17.0{}{}{}42.0{}{}{}17.0{}{}{}0.0{}{}{}Life Shapeshifter{}{}{}Life Shapeshifter{}{}{}6972.0{}{}{}525.0{}{}{}Shapeshifter{}{}{}17.0{}{}{}0.0{}{}{}ABSTRACT
42{}{}{}17.0{}{}{}1721.0{}{}{}Death{}{}{}17.0{}{}{}42.0{}{}{}17.0{}{}{}0.0{}{}{}Death Shapeshifter{}{}{}Death Shapeshifter{}{}{}6639.0{}{}{}526.0{}{}{}Shapeshifter{}{}{}17.0{}{}{}0.0{}{}{}ABSTRACT
43{}{}{}17.0{}{}{}1720.0{}{}{}Chaos{}{}{}17.0{}{}{}42.0{}{}{}17.0{}{}{}0.0{}{}{}Chaos Shapeshifter{}{}{}Chaos Shapeshifter{}{}{}6587.0{}{}{}527.0{}{}{}Shapeshifter{}{}{}17.0{}{}{}0.0{}{}{}ABSTRACT
44{}{}{}17.0{}{}{}1725.0{}{}{}Sorcery{}{}{}17.0{}{}{}42.0{}{}{}17.0{}{}{}0.0{}{}{}Sorcery Shapeshifter{}{}{}Sorcery Shapeshifter{}{}{}7374.0{}{}{}528.0{}{}{}Shapeshifter{}{}{}17.0{}{}{}0.0{}{}{}ABSTRACT
45{}{}{}18.0{}{}{}1724.0{}{}{}Nature{}{}{}18.0{}{}{}40.0{}{}{}18.0{}{}{}0.0{}{}{}Nature Shapeshifter{}{}{}Nature Shapeshifter{}{}{}7050.0{}{}{}529.0{}{}{}Shapeshifter{}{}{}18.0{}{}{}0.0{}{}{}ABSTRACT
46{}{}{}17.0{}{}{}1723.0{}{}{}Sorcery{}{}{}17.0{}{}{}42.0{}{}{}17.0{}{}{}0.0{}{}{}Master Shapeshifter{}{}{}Master Shapeshifter{}{}{}7000.0{}{}{}530.0{}{}{}Shapeshifter{}{}{}17.0{}{}{}0.0{}{}{}ABSTRACT,GOLD
47{}{}{}26.0{}{}{}1512.0{}{}{}Death{}{}{}16.0{}{}{}41.0{}{}{}16.0{}{}{}0.0{}{}{}Gimp Mummy{}{}{}Gimp Mummy{}{}{}6813.0{}{}{}150.0{}{}{}Mummy{}{}{}11.0{}{}{}0.0{}{}{}ZOMBIE,WHITE,GRAY
48{}{}{}26.0{}{}{}1515.0{}{}{}Death{}{}{}16.0{}{}{}41.0{}{}{}16.0{}{}{}0.0{}{}{}Scourge Mummy{}{}{}Scourge Mummy{}{}{}7205.0{}{}{}151.0{}{}{}Mummy{}{}{}11.0{}{}{}0.0{}{}{}ZOMBIE,RED,FIRE
49{}{}{}26.0{}{}{}1510.0{}{}{}Death{}{}{}16.0{}{}{}41.0{}{}{}16.0{}{}{}0.0{}{}{}Creep Mummy{}{}{}Creep Mummy{}{}{}6613.0{}{}{}152.0{}{}{}Mummy{}{}{}11.0{}{}{}0.0{}{}{}ROTTEN,POISON,PURPLE,GREEN,ZOMBIE,WATER
50{}{}{}27.0{}{}{}1511.0{}{}{}Death{}{}{}17.0{}{}{}40.0{}{}{}17.0{}{}{}0.0{}{}{}Doom Mummy{}{}{}Doom Mummy{}{}{}6680.0{}{}{}153.0{}{}{}Mummy{}{}{}12.0{}{}{}0.0{}{}{}BLACK,ZOMBIE,CORRUPT
51{}{}{}26.0{}{}{}1514.0{}{}{}Death{}{}{}16.0{}{}{}40.0{}{}{}16.0{}{}{}0.0{}{}{}Nightmare Mummy{}{}{}Nightmare Mummy{}{}{}7059.0{}{}{}154.0{}{}{}Mummy{}{}{}11.0{}{}{}0.0{}{}{}PURPLE,SHADOW,ZOMBIE,SOUL
52{}{}{}27.0{}{}{}1513.0{}{}{}Death{}{}{}17.0{}{}{}36.0{}{}{}17.0{}{}{}0.0{}{}{}Mummy Lord{}{}{}Mummy Lord{}{}{}7037.0{}{}{}155.0{}{}{}Mummy{}{}{}12.0{}{}{}0.0{}{}{}GOLD,JEWEL,ROYAL,ZOMBIE,BLUE
53{}{}{}20.0{}{}{}2199.0{}{}{}Chaos{}{}{}10.0{}{}{}30.0{}{}{}20.0{}{}{}0.0{}{}{}Necrotic Clutcher{}{}{}Necrotic Clutcher{}{}{}7054.0{}{}{}275.0{}{}{}Clutcher{}{}{}25.0{}{}{}0.0{}{}{}BONE,ABSTRACT,MONSTER,CLAWS
54{}{}{}20.0{}{}{}2202.0{}{}{}Chaos{}{}{}10.0{}{}{}30.0{}{}{}20.0{}{}{}0.0{}{}{}Vital Clutcher{}{}{}Vital Clutcher{}{}{}7515.0{}{}{}276.0{}{}{}Clutcher{}{}{}25.0{}{}{}0.0{}{}{}YELLOW,GREEN,POISON,ABSTRACT,MONSTER,CLAWS
55{}{}{}20.0{}{}{}2198.0{}{}{}Chaos{}{}{}10.0{}{}{}30.0{}{}{}20.0{}{}{}0.0{}{}{}Flamegrip Clutcher{}{}{}Flamegrip Clutcher{}{}{}6759.0{}{}{}277.0{}{}{}Clutcher{}{}{}25.0{}{}{}0.0{}{}{}RED,ORANGE,ABSTRACT,MONSTER,CLAWS,FIRE
56{}{}{}20.0{}{}{}2197.0{}{}{}Chaos{}{}{}10.0{}{}{}27.0{}{}{}20.0{}{}{}0.0{}{}{}Ethereal Clutcher{}{}{}Ethereal Clutcher{}{}{}6742.0{}{}{}278.0{}{}{}Clutcher{}{}{}25.0{}{}{}0.0{}{}{}PURPLE,SHADOW,ABSTRACT,MONSTER,CLAWS
57{}{}{}20.0{}{}{}2201.0{}{}{}Chaos{}{}{}13.0{}{}{}30.0{}{}{}20.0{}{}{}0.0{}{}{}Venomous Clutcher{}{}{}Venomous Clutcher{}{}{}7508.0{}{}{}279.0{}{}{}Clutcher{}{}{}25.0{}{}{}0.0{}{}{}GREEN,POISON,ABSTRACT,MONSTER,CLAWS
58{}{}{}23.0{}{}{}2196.0{}{}{}Chaos{}{}{}8.0{}{}{}33.0{}{}{}18.0{}{}{}0.0{}{}{}Doom Clutcher{}{}{}Doom Clutcher{}{}{}6678.0{}{}{}280.0{}{}{}Clutcher{}{}{}23.0{}{}{}0.0{}{}{}PURPLE,SHADOW,ABSTRACT,MONSTER,CLAWS
59{}{}{}21.0{}{}{}1589.0{}{}{}Sorcery{}{}{}11.0{}{}{}31.0{}{}{}21.0{}{}{}0.0{}{}{}Volatile Phoenix{}{}{}Volatile Phoenix{}{}{}7516.0{}{}{}349.0{}{}{}Phoenix{}{}{}21.0{}{}{}0.0{}{}{}PURPLE,WINGS,CASTER
60{}{}{}21.0{}{}{}1587.0{}{}{}Sorcery{}{}{}11.0{}{}{}28.0{}{}{}21.0{}{}{}0.0{}{}{}Thunderstruck Phoenix{}{}{}Thunderstruck Phoenix{}{}{}7443.0{}{}{}350.0{}{}{}Phoenix{}{}{}21.0{}{}{}0.0{}{}{}THUNDER,GOLD,YELLOW,WINGS,CASTER
61{}{}{}21.0{}{}{}1585.0{}{}{}Sorcery{}{}{}11.0{}{}{}31.0{}{}{}21.0{}{}{}0.0{}{}{}Frost Phoenix{}{}{}Frost Phoenix{}{}{}6781.0{}{}{}351.0{}{}{}Phoenix{}{}{}21.0{}{}{}0.0{}{}{}ICE,BLUE,WINGS,CASTER
62{}{}{}21.0{}{}{}1586.0{}{}{}Sorcery{}{}{}11.0{}{}{}31.0{}{}{}21.0{}{}{}0.0{}{}{}Royal Phoenix{}{}{}Royal Phoenix{}{}{}7184.0{}{}{}352.0{}{}{}Phoenix{}{}{}21.0{}{}{}0.0{}{}{}RED,ORANGE,WINGS,CASTER,ROYAL
63{}{}{}22.0{}{}{}1583.0{}{}{}Sorcery{}{}{}12.0{}{}{}29.0{}{}{}22.0{}{}{}0.0{}{}{}Corrupted Phoenix{}{}{}Corrupted Phoenix{}{}{}6607.0{}{}{}353.0{}{}{}Phoenix{}{}{}22.0{}{}{}0.0{}{}{}BLACK,RED,CORRUPT,WINGS,CASTER
64{}{}{}19.0{}{}{}1582.0{}{}{}Sorcery{}{}{}12.0{}{}{}29.0{}{}{}22.0{}{}{}0.0{}{}{}Ancestral Phoenix{}{}{}Ancestral Phoenix{}{}{}6460.0{}{}{}354.0{}{}{}Phoenix{}{}{}22.0{}{}{}0.0{}{}{}OLD,GREEN,WINGS,CASTER
65{}{}{}24.0{}{}{}1530.0{}{}{}Chaos{}{}{}23.0{}{}{}30.0{}{}{}23.0{}{}{}0.0{}{}{}Mimic{}{}{}Mimic{}{}{}7006.0{}{}{}540.0{}{}{}Mimic{}{}{}8.0{}{}{}0.0{}{}{}ABSTRACT
66{}{}{}13.0{}{}{}1269.0{}{}{}Sorcery{}{}{}13.0{}{}{}38.0{}{}{}28.0{}{}{}0.0{}{}{}Djinn Pyromancer{}{}{}Djinn Pyromancer{}{}{}6673.0{}{}{}357.0{}{}{}Djinn{}{}{}18.0{}{}{}0.0{}{}{}ORANGE,FIRE,CASTER
67{}{}{}13.0{}{}{}1265.0{}{}{}Sorcery{}{}{}13.0{}{}{}38.0{}{}{}28.0{}{}{}0.0{}{}{}Djinn Dreamweaver{}{}{}Djinn Dreamweaver{}{}{}6670.0{}{}{}358.0{}{}{}Djinn{}{}{}18.0{}{}{}0.0{}{}{}GOLD,FIRE,CASTER
68{}{}{}13.0{}{}{}1268.0{}{}{}Sorcery{}{}{}13.0{}{}{}36.0{}{}{}28.0{}{}{}0.0{}{}{}Djinn Illusionist{}{}{}Djinn Illusionist{}{}{}6672.0{}{}{}355.0{}{}{}Djinn{}{}{}18.0{}{}{}0.0{}{}{}BLUE,WHITE,CASTER,ICE
69{}{}{}13.0{}{}{}1266.0{}{}{}Sorcery{}{}{}13.0{}{}{}35.0{}{}{}28.0{}{}{}0.0{}{}{}Djinn Evoker{}{}{}Djinn Evoker{}{}{}6671.0{}{}{}356.0{}{}{}Djinn{}{}{}18.0{}{}{}0.0{}{}{}GREEN,GRASS,EARTH,CASTER,ORB
70{}{}{}13.0{}{}{}1264.0{}{}{}Sorcery{}{}{}13.0{}{}{}35.0{}{}{}28.0{}{}{}0.0{}{}{}Djinn Arcanomancer{}{}{}Djinn Arcanomancer{}{}{}6669.0{}{}{}359.0{}{}{}Djinn{}{}{}18.0{}{}{}0.0{}{}{}SHADOW,CASTER,PURPLE
71{}{}{}13.0{}{}{}1267.0{}{}{}Sorcery{}{}{}13.0{}{}{}31.0{}{}{}28.0{}{}{}0.0{}{}{}Djinn Ghula{}{}{}Djinn Ghula{}{}{}7276.0{}{}{}834.0{}{}{}Djinn{}{}{}18.0{}{}{}0.0{}{}{}BROWN,GREEN,SPIRIT,SOUL,CASTER
72{}{}{}23.0{}{}{}1795.0{}{}{}Nature{}{}{}23.0{}{}{}38.0{}{}{}8.0{}{}{}0.0{}{}{}Troll Arsonist{}{}{}Troll Arsonist{}{}{}7469.0{}{}{}488.0{}{}{}Troll{}{}{}18.0{}{}{}0.0{}{}{}GREEN,CLUB,FIRE,HORN,WARRIOR
73{}{}{}23.0{}{}{}1800.0{}{}{}Nature{}{}{}23.0{}{}{}38.0{}{}{}8.0{}{}{}0.0{}{}{}Troll Necksnapper{}{}{}Troll Necksnapper{}{}{}7475.0{}{}{}489.0{}{}{}Troll{}{}{}18.0{}{}{}0.0{}{}{}GREEN,CLUB,HORN,WARRIOR
74{}{}{}23.0{}{}{}1796.0{}{}{}Nature{}{}{}23.0{}{}{}38.0{}{}{}8.0{}{}{}0.0{}{}{}Troll Berserker{}{}{}Troll Berserker{}{}{}7470.0{}{}{}490.0{}{}{}Troll{}{}{}18.0{}{}{}0.0{}{}{}GREEN,CLUB,KNIFE,SWORD,HORN,WARRIOR
75{}{}{}23.0{}{}{}1799.0{}{}{}Nature{}{}{}23.0{}{}{}38.0{}{}{}8.0{}{}{}0.0{}{}{}Troll Knife Juggler{}{}{}Troll Knife Juggler{}{}{}7474.0{}{}{}491.0{}{}{}Troll{}{}{}18.0{}{}{}0.0{}{}{}GREEN,KNIFE,HORN,WARRIOR
76{}{}{}23.0{}{}{}1794.0{}{}{}Nature{}{}{}23.0{}{}{}38.0{}{}{}8.0{}{}{}0.0{}{}{}Troll Alemaster{}{}{}Troll Alemaster{}{}{}7468.0{}{}{}492.0{}{}{}Troll{}{}{}18.0{}{}{}0.0{}{}{}GREEN,BEER,SEX,HORN,WARRIOR
77{}{}{}23.0{}{}{}1798.0{}{}{}Nature{}{}{}23.0{}{}{}38.0{}{}{}8.0{}{}{}0.0{}{}{}Troll King{}{}{}Troll King{}{}{}7473.0{}{}{}493.0{}{}{}Troll{}{}{}18.0{}{}{}0.0{}{}{}GREEN,HORN,WARRIOR,MACE,ROYAL,JEWEL
78{}{}{}20.0{}{}{}2830.0{}{}{}Chaos{}{}{}15.0{}{}{}27.0{}{}{}20.0{}{}{}0.0{}{}{}Wicked Carver{}{}{}Wicked Carver{}{}{}7548.0{}{}{}269.0{}{}{}Carver{}{}{}20.0{}{}{}0.0{}{}{}KNIFE,WINGS,GREEN,HORN
79{}{}{}20.0{}{}{}2829.0{}{}{}Chaos{}{}{}15.0{}{}{}30.0{}{}{}20.0{}{}{}0.0{}{}{}Twisted Carver{}{}{}Twisted Carver{}{}{}7476.0{}{}{}270.0{}{}{}Carver{}{}{}20.0{}{}{}0.0{}{}{}KNIFE,WINGS,PURPLE,CORRUPT,SHADOW,HORN
80{}{}{}20.0{}{}{}2831.0{}{}{}Chaos{}{}{}15.0{}{}{}30.0{}{}{}20.0{}{}{}0.0{}{}{}Demented Carver{}{}{}Demented Carver{}{}{}6644.0{}{}{}271.0{}{}{}Carver{}{}{}20.0{}{}{}0.0{}{}{}BLOOD,GRAY,AXE,KNIFE,WINGS,HORN
81{}{}{}20.0{}{}{}2827.0{}{}{}Chaos{}{}{}15.0{}{}{}30.0{}{}{}20.0{}{}{}0.0{}{}{}Carver Sadist{}{}{}Carver Sadist{}{}{}6559.0{}{}{}272.0{}{}{}Carver{}{}{}20.0{}{}{}0.0{}{}{}BLOOD,ORANGE,RED,KNIFE,WINGS,HORN
82{}{}{}20.0{}{}{}2826.0{}{}{}Chaos{}{}{}15.0{}{}{}30.0{}{}{}20.0{}{}{}0.0{}{}{}Carver Heartseeker{}{}{}Carver Heartseeker{}{}{}6558.0{}{}{}273.0{}{}{}Carver{}{}{}20.0{}{}{}0.0{}{}{}SEX,RED,KNIFE,BLOOD,WINGS,HORN
