117{}{}{}Water Rod{}{}{}2.0{}{}{}15.0{}{}{}26.0{}{}{}8791.0
118{}{}{}Fire Rod{}{}{}2.0{}{}{}15.0{}{}{}27.0{}{}{}8784.0
119{}{}{}Mountain Rod{}{}{}2.0{}{}{}15.0{}{}{}28.0{}{}{}8787.0
120{}{}{}Light Rod{}{}{}2.0{}{}{}15.0{}{}{}29.0{}{}{}8786.0
121{}{}{}Radiance Rod{}{}{}2.0{}{}{}15.0{}{}{}30.0{}{}{}8788.0
122{}{}{}Vizier Rod{}{}{}2.0{}{}{}15.0{}{}{}31.0{}{}{}8789.0
123{}{}{}Planetary Splinters{}{}{}2.0{}{}{}15.0{}{}{}32.0{}{}{}10188.0
124{}{}{}Stardust Splinters{}{}{}2.0{}{}{}15.0{}{}{}33.0{}{}{}10190.0
125{}{}{}Nexus Splinters{}{}{}2.0{}{}{}15.0{}{}{}34.0{}{}{}10187.0
126{}{}{}Lost Splinters{}{}{}2.0{}{}{}15.0{}{}{}35.0{}{}{}10191.0
127{}{}{}Enclave Splinters{}{}{}2.0{}{}{}15.0{}{}{}36.0{}{}{}10186.0
128{}{}{}Amaranthine Splinters{}{}{}2.0{}{}{}15.0{}{}{}37.0{}{}{}10185.0
129{}{}{}Oracle Bell{}{}{}2.0{}{}{}15.0{}{}{}38.0{}{}{}1370.0
130{}{}{}Coercer Bell{}{}{}2.0{}{}{}15.0{}{}{}39.0{}{}{}1369.0
131{}{}{}Beguiler Bell{}{}{}2.0{}{}{}15.0{}{}{}40.0{}{}{}1368.0
132{}{}{}Purifier Bell{}{}{}2.0{}{}{}15.0{}{}{}42.0{}{}{}1371.0
133{}{}{}Ascendant Bell{}{}{}2.0{}{}{}15.0{}{}{}43.0{}{}{}1367.0
134{}{}{}Giant Emerald{}{}{}2.0{}{}{}15.0{}{}{}44.0{}{}{}4360.0
135{}{}{}Giant Ruby{}{}{}2.0{}{}{}15.0{}{}{}48.0{}{}{}4363.0
136{}{}{}Giant Topaz{}{}{}2.0{}{}{}15.0{}{}{}46.0{}{}{}4365.0
137{}{}{}Giant Diamond{}{}{}2.0{}{}{}15.0{}{}{}45.0{}{}{}4359.0
138{}{}{}Giant Sapphire{}{}{}2.0{}{}{}15.0{}{}{}47.0{}{}{}4364.0
139{}{}{}Ramun Silk{}{}{}2.0{}{}{}15.0{}{}{}49.0{}{}{}9106.0
140{}{}{}Nadin Silk{}{}{}2.0{}{}{}15.0{}{}{}50.0{}{}{}9104.0
141{}{}{}Inaer Silk{}{}{}2.0{}{}{}15.0{}{}{}51.0{}{}{}9102.0
142{}{}{}Aen Silk{}{}{}2.0{}{}{}15.0{}{}{}52.0{}{}{}9099.0
143{}{}{}Aerum Silk{}{}{}2.0{}{}{}15.0{}{}{}53.0{}{}{}9100.0
144{}{}{}Vanelin Symbol{}{}{}2.0{}{}{}15.0{}{}{}54.0{}{}{}11212.0
145{}{}{}Undolim Symbol{}{}{}2.0{}{}{}15.0{}{}{}55.0{}{}{}11211.0
146{}{}{}Andolin Symbol{}{}{}2.0{}{}{}15.0{}{}{}56.0{}{}{}11205.0
147{}{}{}Siralim Symbol{}{}{}2.0{}{}{}15.0{}{}{}57.0{}{}{}11210.0
148{}{}{}Neralim Symbol{}{}{}2.0{}{}{}15.0{}{}{}58.0{}{}{}11207.0
149{}{}{}Defender Headdress{}{}{}2.0{}{}{}15.0{}{}{}59.0{}{}{}4004.0
150{}{}{}Protector Headdress{}{}{}2.0{}{}{}15.0{}{}{}60.0{}{}{}4008.0
151{}{}{}Guardian Headdress{}{}{}2.0{}{}{}15.0{}{}{}61.0{}{}{}4006.0
152{}{}{}Endurer Headdress{}{}{}2.0{}{}{}15.0{}{}{}62.0{}{}{}4005.0
153{}{}{}Charger Headdress{}{}{}2.0{}{}{}15.0{}{}{}63.0{}{}{}4003.0
154{}{}{}Majesty Headdress{}{}{}2.0{}{}{}15.0{}{}{}64.0{}{}{}4007.0
155{}{}{}Scout Rapier{}{}{}2.0{}{}{}15.0{}{}{}65.0{}{}{}8452.0
156{}{}{}Knight Rapier{}{}{}2.0{}{}{}15.0{}{}{}66.0{}{}{}8448.0
157{}{}{}Lancer Rapier{}{}{}2.0{}{}{}15.0{}{}{}67.0{}{}{}8449.0
158{}{}{}Shieldmaiden Rapier{}{}{}2.0{}{}{}15.0{}{}{}68.0{}{}{}8453.0
159{}{}{}Champion Rapier{}{}{}2.0{}{}{}15.0{}{}{}69.0{}{}{}8446.0
160{}{}{}Queen Rapier{}{}{}2.0{}{}{}15.0{}{}{}70.0{}{}{}8451.0
161{}{}{}Narklin Eyeball{}{}{}2.0{}{}{}15.0{}{}{}71.0{}{}{}3137.0
162{}{}{}Enim Eyeball{}{}{}2.0{}{}{}15.0{}{}{}72.0{}{}{}3132.0
163{}{}{}Irantha Eyeball{}{}{}2.0{}{}{}15.0{}{}{}73.0{}{}{}3134.0
164{}{}{}Geylian Eyeball{}{}{}2.0{}{}{}15.0{}{}{}74.0{}{}{}3133.0
165{}{}{}Burhua Eyeball{}{}{}2.0{}{}{}15.0{}{}{}75.0{}{}{}3131.0
166{}{}{}Mitida Eyeball{}{}{}2.0{}{}{}15.0{}{}{}76.0{}{}{}3136.0
167{}{}{}Book of Humility{}{}{}2.0{}{}{}15.0{}{}{}77.0{}{}{}1871.0
168{}{}{}Book of Charity{}{}{}2.0{}{}{}15.0{}{}{}78.0{}{}{}1868.0
169{}{}{}Book of Chastity{}{}{}2.0{}{}{}15.0{}{}{}79.0{}{}{}1869.0
170{}{}{}Book of Kindness{}{}{}2.0{}{}{}15.0{}{}{}80.0{}{}{}1870.0
171{}{}{}Book of Temperance{}{}{}2.0{}{}{}15.0{}{}{}81.0{}{}{}1875.0
172{}{}{}Book of Patience{}{}{}2.0{}{}{}15.0{}{}{}82.0{}{}{}1874.0
173{}{}{}Book of Diligence{}{}{}2.0{}{}{}15.0{}{}{}83.0{}{}{}1872.0
174{}{}{}Silverclaw Beak{}{}{}2.0{}{}{}15.0{}{}{}84.0{}{}{}1334.0
175{}{}{}Assault Beak{}{}{}2.0{}{}{}15.0{}{}{}85.0{}{}{}1329.0
176{}{}{}Razorfoot Beak{}{}{}2.0{}{}{}15.0{}{}{}86.0{}{}{}1332.0
177{}{}{}Dreamfinder Beak{}{}{}2.0{}{}{}15.0{}{}{}87.0{}{}{}1331.0
178{}{}{}Screecher Beak{}{}{}2.0{}{}{}15.0{}{}{}88.0{}{}{}1333.0
179{}{}{}Divebomber Beak{}{}{}2.0{}{}{}15.0{}{}{}89.0{}{}{}1330.0
180{}{}{}Dusk Hammer{}{}{}2.0{}{}{}15.0{}{}{}90.0{}{}{}3940.0
181{}{}{}Blood Hammer{}{}{}2.0{}{}{}15.0{}{}{}91.0{}{}{}3938.0
182{}{}{}Dawn Hammer{}{}{}2.0{}{}{}15.0{}{}{}92.0{}{}{}3939.0
183{}{}{}Mist Hammer{}{}{}2.0{}{}{}15.0{}{}{}93.0{}{}{}3943.0
184{}{}{}Sun Hammer{}{}{}2.0{}{}{}15.0{}{}{}94.0{}{}{}3945.0
185{}{}{}Holy Hammer{}{}{}2.0{}{}{}15.0{}{}{}95.0{}{}{}3942.0
186{}{}{}Justicar Mane{}{}{}2.0{}{}{}15.0{}{}{}96.0{}{}{}4853.0
187{}{}{}Avenger Mane{}{}{}2.0{}{}{}15.0{}{}{}97.0{}{}{}4850.0
188{}{}{}Zealot Mane{}{}{}2.0{}{}{}15.0{}{}{}98.0{}{}{}4856.0
189{}{}{}Ordainer Mane{}{}{}2.0{}{}{}15.0{}{}{}99.0{}{}{}4854.0
190{}{}{}Healer Mane{}{}{}2.0{}{}{}15.0{}{}{}100.0{}{}{}4852.0
191{}{}{}Elder Mane{}{}{}2.0{}{}{}15.0{}{}{}101.0{}{}{}4851.0
192{}{}{}Fallen Exoskeleton{}{}{}2.0{}{}{}15.0{}{}{}102.0{}{}{}3100.0
193{}{}{}Rotten Exoskeleton{}{}{}2.0{}{}{}15.0{}{}{}103.0{}{}{}3101.0
194{}{}{}Tormenter Exoskeleton{}{}{}2.0{}{}{}15.0{}{}{}104.0{}{}{}3103.0
195{}{}{}Antagonizer Exoskeleton{}{}{}2.0{}{}{}15.0{}{}{}105.0{}{}{}3097.0
196{}{}{}Shadow Exoskeleton{}{}{}2.0{}{}{}15.0{}{}{}106.0{}{}{}3102.0
197{}{}{}Destructor Exoskeleton{}{}{}2.0{}{}{}15.0{}{}{}107.0{}{}{}3098.0
198{}{}{}Swampdweller Pincer{}{}{}2.0{}{}{}15.0{}{}{}108.0{}{}{}7838.0
199{}{}{}Rotmongerer Pincer{}{}{}2.0{}{}{}15.0{}{}{}556.0{}{}{}7834.0
200{}{}{}Seacrawler Pincer{}{}{}2.0{}{}{}15.0{}{}{}109.0{}{}{}7836.0
201{}{}{}Bonescraper Pincer{}{}{}2.0{}{}{}15.0{}{}{}110.0{}{}{}7832.0
202{}{}{}Scourgewalker Pincer{}{}{}2.0{}{}{}15.0{}{}{}111.0{}{}{}7835.0
203{}{}{}Spinewhipper Pincer{}{}{}2.0{}{}{}15.0{}{}{}112.0{}{}{}7837.0
204{}{}{}Priest Knife{}{}{}2.0{}{}{}15.0{}{}{}113.0{}{}{}4461.0
205{}{}{}Shadowcaster Knife{}{}{}2.0{}{}{}15.0{}{}{}114.0{}{}{}4462.0
206{}{}{}Hellcaster Knife{}{}{}2.0{}{}{}15.0{}{}{}115.0{}{}{}4456.0
207{}{}{}Bloodletter Knife{}{}{}2.0{}{}{}15.0{}{}{}116.0{}{}{}4455.0
208{}{}{}Overseer Knife{}{}{}2.0{}{}{}15.0{}{}{}117.0{}{}{}4460.0
209{}{}{}King Knife{}{}{}2.0{}{}{}15.0{}{}{}118.0{}{}{}4457.0
210{}{}{}Tunneler Acid{}{}{}2.0{}{}{}15.0{}{}{}119.0{}{}{}175.0
211{}{}{}Spitting Acid{}{}{}2.0{}{}{}15.0{}{}{}120.0{}{}{}174.0
212{}{}{}Gladiator Acid{}{}{}2.0{}{}{}15.0{}{}{}121.0{}{}{}170.0
213{}{}{}Accursed Acid{}{}{}2.0{}{}{}15.0{}{}{}122.0{}{}{}169.0
214{}{}{}Harbinger Acid{}{}{}2.0{}{}{}15.0{}{}{}123.0{}{}{}171.0
215{}{}{}Vicious Acid{}{}{}2.0{}{}{}15.0{}{}{}124.0{}{}{}176.0
216{}{}{}Anguish Doll{}{}{}2.0{}{}{}15.0{}{}{}125.0{}{}{}2830.0
217{}{}{}Impaler Doll{}{}{}2.0{}{}{}15.0{}{}{}126.0{}{}{}2832.0
218{}{}{}Styx Doll{}{}{}2.0{}{}{}15.0{}{}{}127.0{}{}{}2835.0
219{}{}{}Destruction Doll{}{}{}2.0{}{}{}15.0{}{}{}128.0{}{}{}2831.0
220{}{}{}Tormented Doll{}{}{}2.0{}{}{}15.0{}{}{}129.0{}{}{}2836.0
221{}{}{}Abyss Doll{}{}{}2.0{}{}{}15.0{}{}{}130.0{}{}{}2829.0
222{}{}{}Valentine Doll{}{}{}2.0{}{}{}15.0{}{}{}131.0{}{}{}2837.0
223{}{}{}Sniper Bone{}{}{}2.0{}{}{}15.0{}{}{}132.0{}{}{}1860.0
224{}{}{}Triggerman Bone{}{}{}2.0{}{}{}15.0{}{}{}133.0{}{}{}1861.0
225{}{}{}Cannoneer Bone{}{}{}2.0{}{}{}15.0{}{}{}134.0{}{}{}1855.0
226{}{}{}Marksman Bone{}{}{}2.0{}{}{}15.0{}{}{}135.0{}{}{}1857.0
227{}{}{}Mortarman Bone{}{}{}2.0{}{}{}15.0{}{}{}136.0{}{}{}1858.0
228{}{}{}Gunslinger Bone{}{}{}2.0{}{}{}15.0{}{}{}137.0{}{}{}1856.0
229{}{}{}Rapturous Toe{}{}{}2.0{}{}{}15.0{}{}{}138.0{}{}{}11556.0
230{}{}{}Delirious Toe{}{}{}2.0{}{}{}15.0{}{}{}139.0{}{}{}11551.0
231{}{}{}Maniacal Toe{}{}{}2.0{}{}{}15.0{}{}{}140.0{}{}{}11555.0
232{}{}{}Frenzy Toe{}{}{}2.0{}{}{}15.0{}{}{}141.0{}{}{}11553.0
233{}{}{}Hysteria Toe{}{}{}2.0{}{}{}15.0{}{}{}142.0{}{}{}11554.0
234{}{}{}Blood Collar{}{}{}2.0{}{}{}15.0{}{}{}143.0{}{}{}2495.0
235{}{}{}Horror Collar{}{}{}2.0{}{}{}15.0{}{}{}144.0{}{}{}2499.0
236{}{}{}Panic Collar{}{}{}2.0{}{}{}15.0{}{}{}145.0{}{}{}2500.0
237{}{}{}Dread Collar{}{}{}2.0{}{}{}15.0{}{}{}146.0{}{}{}2497.0
238{}{}{}Hell Collar{}{}{}2.0{}{}{}15.0{}{}{}147.0{}{}{}2498.0
239{}{}{}Terror Collar{}{}{}2.0{}{}{}15.0{}{}{}148.0{}{}{}2501.0
240{}{}{}Gimp Wrappings{}{}{}2.0{}{}{}15.0{}{}{}150.0{}{}{}12667.0
241{}{}{}Scourge Wrappings{}{}{}2.0{}{}{}15.0{}{}{}151.0{}{}{}12670.0
242{}{}{}Creep Wrappings{}{}{}2.0{}{}{}15.0{}{}{}152.0{}{}{}12665.0
243{}{}{}Doom Wrappings{}{}{}2.0{}{}{}15.0{}{}{}153.0{}{}{}12666.0
244{}{}{}Nightmare Wrappings{}{}{}2.0{}{}{}15.0{}{}{}154.0{}{}{}12669.0
245{}{}{}Lord Wrappings{}{}{}2.0{}{}{}15.0{}{}{}155.0{}{}{}12668.0
246{}{}{}Blood Scythe{}{}{}2.0{}{}{}15.0{}{}{}156.0{}{}{}8945.0
247{}{}{}Bone Scythe{}{}{}2.0{}{}{}15.0{}{}{}157.0{}{}{}8946.0
248{}{}{}Soul Scythe{}{}{}2.0{}{}{}15.0{}{}{}158.0{}{}{}8951.0
249{}{}{}Shadow Scythe{}{}{}2.0{}{}{}15.0{}{}{}159.0{}{}{}8950.0
250{}{}{}Cursed Scythe{}{}{}2.0{}{}{}15.0{}{}{}160.0{}{}{}8947.0
251{}{}{}Incursion Scythe{}{}{}2.0{}{}{}15.0{}{}{}161.0{}{}{}8948.0
252{}{}{}Redeemer Ganglion{}{}{}2.0{}{}{}15.0{}{}{}162.0{}{}{}3462.0
253{}{}{}Dominator Ganglion{}{}{}2.0{}{}{}15.0{}{}{}163.0{}{}{}3457.0
254{}{}{}Liberator Ganglion{}{}{}2.0{}{}{}15.0{}{}{}164.0{}{}{}3458.0
255{}{}{}Lord Ganglion{}{}{}2.0{}{}{}15.0{}{}{}165.0{}{}{}3459.0
256{}{}{}Overmind Ganglion{}{}{}2.0{}{}{}15.0{}{}{}166.0{}{}{}3461.0
257{}{}{}Obliterator Ganglion{}{}{}2.0{}{}{}15.0{}{}{}167.0{}{}{}3460.0
258{}{}{}Book of Pride{}{}{}2.0{}{}{}15.0{}{}{}168.0{}{}{}1887.0
259{}{}{}Book of Greed{}{}{}2.0{}{}{}15.0{}{}{}169.0{}{}{}1881.0
260{}{}{}Book of Lust{}{}{}2.0{}{}{}15.0{}{}{}170.0{}{}{}1886.0
261{}{}{}Book of Envy{}{}{}2.0{}{}{}15.0{}{}{}171.0{}{}{}1884.0
262{}{}{}Book of Gluttony{}{}{}2.0{}{}{}15.0{}{}{}172.0{}{}{}1883.0
